einzelbeleg.ID;einzelbeleg.Belegform;mgh_lemma.ID;mgh_lemma.MGHLemma;
\N;\N;13479;Findan;findan
87618;Futen;15617;findan;
25020;Flavio;8630;flāvius;
25026;Flavius;8630;flāvius;
25030;Flavius;8630;flāvius;
25196;Flavius;8630;flāvius;
25351;Flavi;8630;flāvius;
25360;Flavius;8630;flāvius;
25365;Flavius;8630;flāvius;
25367;Flavius;8630;flāvius;
25443;Flavius;8630;flāvius;
25450;Flavio;8630;flāvius;
25453;Flavio;8630;flāvius;
25461;Flavius;8630;flāvius;
25463;Flavio;8630;flāvius;
25552;Flavio;8630;flāvius;
25557;Flavio;8630;flāvius;
25615;Flavius;8630;flāvius;
25717;Flavius;8630;flāvius;
25812;Flavius;8630;flāvius;
25817;Flavius;8630;flāvius;
25876;Flavius;8630;flāvius;
26020;Flavius;8630;flāvius;
26101;Flavius;8630;flāvius;
26111;Flavius;8630;flāvius;
26112;Flavius;8630;flāvius;
26114;Flavius;8630;flāvius;
26122;Flavius;8630;flāvius;
26128;Flavium;8630;flāvius;
26143;Flavius;8630;flāvius;
26170;Flavio;8630;flāvius;
26174;Flavius;8630;flāvius;
26182;Flavius;8630;flāvius;
26203;Flavius;8630;flāvius;
26205;Flavius;8630;flāvius;
26215;Flavius;8630;flāvius;
26219;Flavio;8630;flāvius;
26251;Flavius;8630;flāvius;
26881;Favius;8630;flāvius;
27309;Flavius;8630;flāvius;
30367;Flavio;8630;flāvius;
86143;Flavii;8630;flāvius;
98945;Flabius;8630;flāvius;
25722;[Flavius];8630;flāvius;
25725;[Flavius];8630;flāvius;
25735;[Flavius];8630;flāvius;
25737;[Flavius];8630;flāvius;
25827;[Flavi];8630;flāvius;
25830;[Flavius];8630;flāvius;
25833;[Flavius];8630;flāvius;
26176;[Flavius];8630;flāvius;
26178;[Flavius];8630;flāvius;
26180;[Flavius];8630;flāvius;
26188;[Flavium];8630;flāvius;
79920;Falvius;15624;flavius;flāvius
79921;Falvius;15624;flavius;flāvius
80323;Falvius;15624;flavius;flāvius
\N;\N;16405;fōrtunātulus;fortūnātulus
102627;Fortunatulum;16406;fortūnātulus;
\N;\N;9223;fortunātus;fortūnātus
28620;Fortonato;16404;fortūnātus;
28624;Fortonato;16404;fortūnātus;
28837;Fortonato;16404;fortūnātus;
28839;Fortonati;16404;fortūnātus;
28842;Fortonati;16404;fortūnātus;
28844;Fortonati;16404;fortūnātus;
28853;Fortonato;16404;fortūnātus;
29447;Fortunatus;16404;fortūnātus;
29468;Fortunato;16404;fortūnātus;
29470;Fortunatus;16404;fortūnātus;
29472;Fortunatus;16404;fortūnātus;
29474;Fortunatus;16404;fortūnātus;
80969;Fortunatus;16404;fortūnātus;
86113;Fortunato;16404;fortūnātus;
86114;Fortunatus;16404;fortūnātus;
86729;Fortunatus;16404;fortūnātus;
86730;Fortunatus;16404;fortūnātus;
86731;Fortunatum;16404;fortūnātus;
87746;Fortunato;16404;fortūnātus;
87747;Fortunato;16404;fortūnātus;
87866;Fortunatus;16404;fortūnātus;
90283;Fortunato;16404;fortūnātus;
97294;Fortunatus;16404;fortūnātus;
\N;\N;14094;Fragola;fragola
100329;Fragola;15618;fragola;
27615;Frontina;9059;frontīna;
\N;\N;16422;frontina;frontīna
\N;\N;9427;fūsio;
30032;Fusio;15895;fūsiō;fūsio
\N;\N;8993;gelasius;gelāsius
27270;Gelasio;16408;gelāsius;
27283;Gelasium;16408;gelāsius;
595;ierogo;6760;geōrgius;
653;iorgio;6760;geōrgius;
4266;Georgius;6760;geōrgius;
4319;Georgium;6760;geōrgius;
4320;Georgius;6760;geōrgius;
4325;Georgium;6760;geōrgius;
4328;Georgi;6760;geōrgius;
25577;Georgii;6760;geōrgius;
25614;Georgius;6760;geōrgius;
25691;Georgi;6760;geōrgius;
25695;Georgio;6760;geōrgius;
25700;Georgii;6760;geōrgius;
25711;Georgi;6760;geōrgius;
26084;Georgius;6760;geōrgius;
26094;Georgius;6760;geōrgius;
26121;Georgio;6760;geōrgius;
26248;Georgii;6760;geōrgius;
29301;Georgius;6760;geōrgius;
29309;Georgius;6760;geōrgius;
29526;Georgi;6760;geōrgius;
79261;Georgius;6760;geōrgius;
79785;Georgius;6760;geōrgius;
86727;Georgi Florenti Gregorii;6760;geōrgius;
87238;Georgius;6760;geōrgius;
87239;Georgi;6760;geōrgius;
87376;Georgi;6760;geōrgius;
87734;Georgius;6760;geōrgius;
88225;Georgio;6760;geōrgius;
92179;Georgio;6760;geōrgius;
92195;Georgio;6760;geōrgius;
98897;Georgius;6760;geōrgius;
99212;Georgius;6760;geōrgius;
99598;Georgius;6760;geōrgius;
99769;Georgio;6760;geōrgius;
99771;Georgius;6760;geōrgius;
100040;Georgio;6760;geōrgius;
100041;Georgio;6760;geōrgius;
100042;Georgio;6760;geōrgius;
100043;Georgius;6760;geōrgius;
101195;Georgius;6760;geōrgius;
101196;Georgius;6760;geōrgius;
101197;Georgii;6760;geōrgius;
101217;Georgius;6760;geōrgius;
101237;Georgius;6760;geōrgius;
25705;[Geor]gi;6760;geōrgius;
26098;[G]eorg[iu]s;6760;geōrgius;
102940;Georgium;6760;geōrgius;
103182;Georgii;6760;geōrgius;
104881;Georgii;6760;geōrgius;
105955;Georio;15600;georgius;geōrgius
\N;\N;12994;german-ng;germān-ng
77447;Germeningum;16409;germān-ng;
\N;\N;15945;germana;germāna
25839;Germana;16410;germāna;
25842;Germana;16410;germāna;
25843;Germanae;16410;germāna;
25872;Germana;16410;germāna;
25873;Germanae;16410;germāna;
25874;Germana;16410;germāna;
37135;Germanae;16410;germāna;
63503;Germana;16410;germāna;
70949;Germana;16410;germāna;
71261;Germana;16410;germāna;
73104;Germana;16410;germāna;
76464;Germana;16410;germāna;
76576;Germana;16410;germāna;
77252;Germana;16410;germāna;
77337;Germana;16410;germāna;
100346;Iermina;16410;germāna;
101038;Iermanus;15944;germanus;germānus
1258;germano;16278;germānus;
9396;Germani;16278;germānus;
9398;Germani;16278;germānus;
9527;Germani;16278;germānus;
9529;Germano;16278;germānus;
9849;Germani;16278;germānus;
9855;Germani;16278;germānus;
9924;Germani;16278;germānus;
9926;Germano;16278;germānus;
25583;Germanus;16278;germānus;
25603;Germanus;16278;germānus;
25609;G[erman]o;16278;germānus;
26367;Germano;16278;germānus;
26368;Germani;16278;germānus;
26369;Germanus;16278;germānus;
26613;Germano;16278;germānus;
26615;Germanum;16278;germānus;
26992;Germanus;16278;germānus;
26994;Germanum;16278;germānus;
26995;Germano;16278;germānus;
27355;Germano;16278;germānus;
28407;Germanus;16278;germānus;
28422;Germano;16278;germānus;
34206;Germani;16278;germānus;
34208;Germani;16278;germānus;
34210;Germani;16278;germānus;
34494;Germani;16278;germānus;
34503;Germani;16278;germānus;
34508;Germani;16278;germānus;
34514;Germani;16278;germānus;
34530;Germani;16278;germānus;
34536;Germani;16278;germānus;
34615;Germani;16278;germānus;
34619;Germani;16278;germānus;
34621;Germani;16278;germānus;
34622;Germani;16278;germānus;
34673;Germani;16278;germānus;
34676;Germani;16278;germānus;
34808;Germanum;16278;germānus;
34842;Germani;16278;germānus;
34845;Germani;16278;germānus;
34847;Germani;16278;germānus;
34849;Germani;16278;germānus;
35391;Germani;16278;germānus;
35757;Germani;16278;germānus;
36830;Germani;16278;germānus;
36931;Germani;16278;germānus;
36934;Germani;16278;germānus;
36936;Germani;16278;germānus;
37386;Germani;16278;germānus;
37392;Germani;16278;germānus;
37393;Germani;16278;germānus;
37499;Germanus;16278;germānus;
37546;Germanus;16278;germānus;
37565;German[i];16278;germānus;
37577;Germani;16278;germānus;
37649;Germani;16278;germānus;
37655;Germani;16278;germānus;
37662;Germani;16278;germānus;
37663;Germani;16278;germānus;
37680;Germani;16278;germānus;
37683;Germani;16278;germānus;
59603;german;16278;germānus;
65096;Germanus;16278;germānus;
65128;Germanus;16278;germānus;
66450;Germanus;16278;germānus;
67314;Germanus;16278;germānus;
68501;Germanus;16278;germānus;
68716;Germanus;16278;germānus;
71165;Germanus;16278;germānus;
71258;Germanus;16278;germānus;
71714;Germanus;16278;germānus;
76179;Germanus;16278;germānus;
76560;Germanus;16278;germānus;
77684;Germanus;16278;germānus;
78017;Germanus;16278;germānus;
80972;Germani;16278;germānus;
80973;Germanus;16278;germānus;
80974;Germano;16278;germānus;
80975;Germanus;16278;germānus;
82923;Germani;16278;germānus;
82924;Germani;16278;germānus;
82925;Germanus;16278;germānus;
82926;Germanus;16278;germānus;
82927;Germanum;16278;germānus;
82928;Germanus;16278;germānus;
82929;Germanus;16278;germānus;
82930;Germano;16278;germānus;
82931;Germano;16278;germānus;
82932;Germanus;16278;germānus;
82933;Germano;16278;germānus;
82934;Germanus;16278;germānus;
82935;Germanus;16278;germānus;
82936;Germanus;16278;germānus;
82937;Germanus;16278;germānus;
82938;Germani;16278;germānus;
82939;Germano;16278;germānus;
83878;Germani;16278;germānus;
85406;Germani;16278;germānus;
85407;Germano;16278;germānus;
85408;Germani;16278;germānus;
85643;Germani;16278;germānus;
85758;Germanus;16278;germānus;
85759;Germanus;16278;germānus;
85760;Germanus;16278;germānus;
85761;Germanus;16278;germānus;
85762;Germanus;16278;germānus;
85763;Germanus;16278;germānus;
85764;Germanus;16278;germānus;
85765;Germanus;16278;germānus;
85766;Germano;16278;germānus;
85767;Germanus;16278;germānus;
85768;Germano;16278;germānus;
85769;Germanus;16278;germānus;
85770;Germanum;16278;germānus;
85771;Germano;16278;germānus;
85772;Germano;16278;germānus;
85773;Germani;16278;germānus;
85949;Germanum;16278;germānus;
86096;Germani;16278;germānus;
86103;Germanus;16278;germānus;
86104;Germano;16278;germānus;
86105;Germano;16278;germānus;
86106;Germanus;16278;germānus;
86107;Germanus;16278;germānus;
86108;Germani;16278;germānus;
86109;Germano;16278;germānus;
86110;Germanus;16278;germānus;
86111;Germanus;16278;germānus;
86112;Germanus;16278;germānus;
86282;Germano;16278;germānus;
86283;Germano;16278;germānus;
86284;Germani;16278;germānus;
86285;Germanus;16278;germānus;
86899;Germanus;16278;germānus;
86900;Germanus;16278;germānus;
87114;Germanum;16278;germānus;
87517;Germano;16278;germānus;
87518;Germanus;16278;germānus;
87657;Germano;16278;germānus;
87658;Germanus;16278;germānus;
87659;Germanus;16278;germānus;
87660;Germanus;16278;germānus;
87771;Germanus;16278;germānus;
87772;Germanus;16278;germānus;
89839;Germano;16278;germānus;
90045;Germanus;16278;germānus;
90175;Germano;16278;germānus;
90282;Germanus;16278;germānus;
90308;Germano;16278;germānus;
90354;Germani;16278;germānus;
91727;Germanus;16278;germānus;
92285;Germanus;16278;germānus;
92403;Germani;16278;germānus;
92430;Germanus;16278;germānus;
92812;Germani;16278;germānus;
93448;Germanus;16278;germānus;
93474;Germanus;16278;germānus;
93874;Germani;16278;germānus;
95773;Germani;16278;germānus;
97130;Germani;16278;germānus;
97393;Germani;16278;germānus;
100090;Germanus;16278;germānus;
100256;Germano;16278;germānus;
37138;[Germani];16278;germānus;
1099;gregorius;7078;grēgorius;
2074;Gregorii;7078;grēgorius;
2278;Gregorius;7078;grēgorius;
2280;Gregorius;7078;grēgorius;
9092;Gregorii;7078;grēgorius;
9289;Gregorio;7078;grēgorius;
9508;Gregorii;7078;grēgorius;
9531;Gregorio;7078;grēgorius;
9532;Gregorii;7078;grēgorius;
9533;Gregorius;7078;grēgorius;
9534;Gregorius;7078;grēgorius;
9842;Gregorii;7078;grēgorius;
25010;Gregorii;7078;grēgorius;
25798;Greg[orius];7078;grēgorius;
25799;Gregorius;7078;grēgorius;
25801;Gregorius;7078;grēgorius;
25807;Gregorio;7078;grēgorius;
25811;Gregorium;7078;grēgorius;
26377;Gregori;7078;grēgorius;
27837;Gregorius;7078;grēgorius;
28242;Grecorio;7078;grēgorius;
29040;Gregorio;7078;grēgorius;
29557;Gregorii;7078;grēgorius;
29605;Gregorius;7078;grēgorius;
29817;Gregorius;7078;grēgorius;
29920;Gregorius;7078;grēgorius;
29922;Gregorius;7078;grēgorius;
29923;Gregorio;7078;grēgorius;
29924;Gregorio;7078;grēgorius;
29925;Gregorius;7078;grēgorius;
34788;Gregorio;7078;grēgorius;
34790;Gregorius;7078;grēgorius;
35425;Gregorius;7078;grēgorius;
35432;Gregorius;7078;grēgorius;
35433;Gregorius;7078;grēgorius;
65703;Gregorius;7078;grēgorius;
71105;Gregorius;7078;grēgorius;
73205;Gregorius;7078;grēgorius;
73565;Gregorius;7078;grēgorius;
79273;Gregorius;7078;grēgorius;
79870;Gregorius;7078;grēgorius;
79871;Gregorius;7078;grēgorius;
82786;Gregorius;7078;grēgorius;
83074;Gregorium;7078;grēgorius;
83463;Gregorius;7078;grēgorius;
83464;Gregorius;7078;grēgorius;
83465;Gregorius;7078;grēgorius;
83466;Gregorius;7078;grēgorius;
83847;Gregorius;7078;grēgorius;
83848;Gregorii;7078;grēgorius;
83849;Gregorius;7078;grēgorius;
84862;Gregorius;7078;grēgorius;
85730;Gregorii;7078;grēgorius;
85731;Gregorii;7078;grēgorius;
86164;Gregorius;7078;grēgorius;
86292;Gregorius;7078;grēgorius;
86293;Gregorium;7078;grēgorius;
86406;Gregorius;7078;grēgorius;
86728;Gregorius;7078;grēgorius;
86810;Gregorio;7078;grēgorius;
87262;Gregorio;7078;grēgorius;
87263;Gregorio;7078;grēgorius;
87264;Gregorius;7078;grēgorius;
87265;Gregorius;7078;grēgorius;
87266;Gregorius;7078;grēgorius;
87267;Gregorii;7078;grēgorius;
87812;Gregorio;7078;grēgorius;
87813;Gregorio;7078;grēgorius;
87814;Gregorio;7078;grēgorius;
87877;Gregorius;7078;grēgorius;
87878;Gregorius;7078;grēgorius;
87977;Gregorius;7078;grēgorius;
87999;Gregorium;7078;grēgorius;
88000;Gregorio;7078;grēgorius;
88001;Gregorio;7078;grēgorius;
88002;Gregorio;7078;grēgorius;
88003;Gregorio;7078;grēgorius;
88068;Gregorius;7078;grēgorius;
88079;Gregorio;7078;grēgorius;
88080;Gregorii;7078;grēgorius;
88081;Gregorii;7078;grēgorius;
88260;Gregorio;7078;grēgorius;
88387;Gregorio;7078;grēgorius;
88388;Gregorius;7078;grēgorius;
88389;Gregorius;7078;grēgorius;
88390;Gregorius;7078;grēgorius;
88391;Gregorii;7078;grēgorius;
88392;Gregorii;7078;grēgorius;
88393;Gregorius;7078;grēgorius;
88394;Gregorii;7078;grēgorius;
88395;Gregorius;7078;grēgorius;
88396;Gregorius;7078;grēgorius;
88397;Gregorius;7078;grēgorius;
88398;Gregorius;7078;grēgorius;
88399;Gregorium;7078;grēgorius;
88400;Gregorius;7078;grēgorius;
88401;Gregorio;7078;grēgorius;
88402;Gregorius;7078;grēgorius;
88403;Gregorio;7078;grēgorius;
88404;Gregorius;7078;grēgorius;
88405;Gregorio;7078;grēgorius;
88406;Gregorii;7078;grēgorius;
88407;Gregorii;7078;grēgorius;
88408;Gregorii;7078;grēgorius;
88409;Gregorius;7078;grēgorius;
88410;Gregorius;7078;grēgorius;
88411;Gregorius;7078;grēgorius;
88412;Gregorius;7078;grēgorius;
88413;Gregorio;7078;grēgorius;
88414;Gregorius;7078;grēgorius;
88415;Gregorii;7078;grēgorius;
88416;Gregorius;7078;grēgorius;
88417;Gregorius;7078;grēgorius;
88418;Gregorius;7078;grēgorius;
88419;Gregorius;7078;grēgorius;
88473;Gregorium;7078;grēgorius;
88474;Gregorio;7078;grēgorius;
88581;Gregorii;7078;grēgorius;
89313;Gregorio;7078;grēgorius;
89453;Gregorius;7078;grēgorius;
89466;Gregori;7078;grēgorius;
89503;Gregorium;7078;grēgorius;
89504;Gregorio;7078;grēgorius;
89545;Gregorius;7078;grēgorius;
89716;Gregorii;7078;grēgorius;
90267;Gregorium;7078;grēgorius;
90401;Gregorium;7078;grēgorius;
90745;Gregorius;7078;grēgorius;
92425;Gregorio;7078;grēgorius;
92428;Gregorium;7078;grēgorius;
92431;Gregorii;7078;grēgorius;
92827;Gregorius;7078;grēgorius;
92838;Gregorii;7078;grēgorius;
94040;Gregorius;7078;grēgorius;
94051;Gregorius;7078;grēgorius;
94780;Gregorii;7078;grēgorius;
94782;Gregorio;7078;grēgorius;
95145;Gregorii;7078;grēgorius;
95146;Gregorius;7078;grēgorius;
95908;Gregorius;7078;grēgorius;
96452;Gregorius;7078;grēgorius;
96945;Gregorii;7078;grēgorius;
97765;Gregorius;7078;grēgorius;
97800;Gregorius;7078;grēgorius;
97818;Gregorius;7078;grēgorius;
97828;Gregorius;7078;grēgorius;
97834;Gregorius;7078;grēgorius;
97835;Gregorius;7078;grēgorius;
98284;Gregorii;7078;grēgorius;
98446;Gregorius;7078;grēgorius;
98448;Gregorius;7078;grēgorius;
98773;Gregorius;7078;grēgorius;
99004;Gregorii;7078;grēgorius;
99825;Gregorii;7078;grēgorius;
99827;Gregorio;7078;grēgorius;
99977;Gregorio;7078;grēgorius;
99978;Gregorio;7078;grēgorius;
99979;Gregorio;7078;grēgorius;
99980;Gregorius;7078;grēgorius;
99997;Gregorio;7078;grēgorius;
99998;Gregorius;7078;grēgorius;
99999;Gregorio;7078;grēgorius;
100000;Gregorius;7078;grēgorius;
100001;Gregorio;7078;grēgorius;
100002;Gregorius;7078;grēgorius;
100003;Gregorius;7078;grēgorius;
100060;Gregorius;7078;grēgorius;
100061;Gregorio;7078;grēgorius;
100063;Gregorio;7078;grēgorius;
100064;Gregorio;7078;grēgorius;
100106;Gregorius;7078;grēgorius;
100169;Gregorii;7078;grēgorius;
100269;Gregorios;7078;grēgorius;
100417;Gregorius;7078;grēgorius;
100520;Gregorius;7078;grēgorius;
100524;Gregorius;7078;grēgorius;
100526;Gregorius;7078;grēgorius;
100528;Gregorius;7078;grēgorius;
100769;Gregorius;7078;grēgorius;
100785;Gregorio;7078;grēgorius;
100787;Gregorius;7078;grēgorius;
100791;Gregorius;7078;grēgorius;
100800;Gregorius;7078;grēgorius;
100803;Gregorius;7078;grēgorius;
100809;Gregorius;7078;grēgorius;
100810;Gregorius;7078;grēgorius;
100811;Gregorius;7078;grēgorius;
100815;Gregorius;7078;grēgorius;
100820;Gregorius;7078;grēgorius;
100824;Gregorius;7078;grēgorius;
100832;Gregorius;7078;grēgorius;
100846;Gregorii;7078;grēgorius;
100848;Gregorii;7078;grēgorius;
100849;Gregorio;7078;grēgorius;
101210;Gregorius;7078;grēgorius;
25834;[Gregorius];7078;grēgorius;
26374;[Gre]gori;7078;grēgorius;
102157;Gregorius;7078;grēgorius;
103021;Gregorius;7078;grēgorius;
103023;Gregorio;7078;grēgorius;
103024;Gregorius;7078;grēgorius;
103025;Gregorius;7078;grēgorius;
103032;Gregorius;7078;grēgorius;
103035;Gregorius;7078;grēgorius;
103249;Gregorius;7078;grēgorius;
103251;Gregorio;7078;grēgorius;
103252;Gregorii;7078;grēgorius;
103356;Gregorii;7078;grēgorius;
103420;Gregorius;7078;grēgorius;
103426;Gregorius;7078;grēgorius;
103721;Gregorii;7078;grēgorius;
103744;Gregorius;7078;grēgorius;
104220;Gregorii;7078;grēgorius;
104613;Gregorius;7078;grēgorius;
104742;Gregorius;7078;grēgorius;
105104;Gregorius;7078;grēgorius;
105115;Gregorii;7078;grēgorius;
105145;Gregorio;7078;grēgorius;
105152;Gregorii;7078;grēgorius;
105158;Gregorius;7078;grēgorius;
105160;Gregorii;7078;grēgorius;
105350;Gregoriis;7078;grēgorius;
105292;Gregorio;7078;grēgorius;
105280;Gregorius;7078;grēgorius;
105285;Gregorius;7078;grēgorius;
106146;Gregorii;7078;grēgorius;
\N;\N;15605;gregorius;grēgorius
\N;\N;14103;hispanuelis;hispānuelis
100365;Ispinaueli;16343;hispānuelis;
\N;\N;7834;isaias;īsaias
4899;Esaiam;16425;īsaias;
65933;Isaia;16425;īsaias;
69618;Isaia;16425;īsaias;
97286;Iesse;16425;īsaias;
99590;Iecse;16425;īsaias;
\N;\N;15652;isidōrus;īsidōrus
92180;Isiodorus;16505;īsidōrus;
92295;Isiodori;16505;īsidōrus;
2284;Ysidorus;16505;īsidōrus;
\N;\N;14502;iuliōlus;
104159;Iulioli;16373;iūliōlus;
\N;\N;7639;leonas;leōnas
4130;Leonam;16430;leōnas;
4134;Leonas;16430;leōnas;
4135;Leonas;16430;leōnas;
4162;Leonam;16430;leōnas;
\N;\N;13370;leonastis;leōnastis
86060;Leonastis;16431;leōnastis;
88605;Leonastis;16431;leōnastis;
90279;Leonastis;16431;leōnastis;
\N;\N;16051;leontacis;leōntacis
27853;Leonaci;16432;leōntacis;
28108;Leonaci;16432;leōntacis;
28639;Leonaci;16432;leōntacis;
28674;Leonaci;16432;leōntacis;
30012;Leonacis;16432;leōntacis;
30282;Leonaci;16432;leōntacis;
105906;Leonaci;16432;leōntacis;
105883;Leonaci;16432;leōntacis;
105869;Leonaci;16432;leōntacis;
\N;\N;6747;leontius;leōntius
576;leoncio;16433;leōntius;
3876;Leontius;16433;leōntius;
3913;Leontio;16433;leōntius;
25201;Leonti;16433;leōntius;
26214;Leontius;16433;leōntius;
27331;Leontio;16433;leōntius;
27338;Leontius;16433;leōntius;
27469;Leontio;16433;leōntius;
27688;Leontii;16433;leōntius;
27844;Leontio;16433;leōntius;
27846;Leontii;16433;leōntius;
27850;Leonti;16433;leōntius;
81143;Leoncii;16433;leōntius;
85998;Leontio;16433;leōntius;
89855;Leontius;16433;leōntius;
89950;Leontio;16433;leōntius;
89963;Leontius;16433;leōntius;
97548;Leoncius;16433;leōntius;
100358;Leontius;16433;leōntius;
100552;Leontio;16433;leōntius;
\N;\N;14114;leontulus;leōntulus
100535;Leontulus;16434;leōntulus;
\N;\N;9472;līmpidius;
30325;Limpidii;16083;limpidius;līmpidius
\N;\N;8504;lūcellus;
\N;\N;16085;lucellus;lūcellus
48;Lupicino;6389;lupicīnus;
66;Lupicino;6389;lupicīnus;
90;Lupicinus;6389;lupicīnus;
4086;Lupicinus;6389;lupicīnus;
4101;Lupicinum;6389;lupicīnus;
4113;l[u]picinus;6389;lupicīnus;
4115;Lupicini;6389;lupicīnus;
4138;Lupicinus;6389;lupicīnus;
4139;Lupicinus;6389;lupicīnus;
4589;Lupicinus;6389;lupicīnus;
4641;Lupicinum;6389;lupicīnus;
4656;Lupicino;6389;lupicīnus;
8766;Lupicinus;6389;lupicīnus;
8841;Lupicinum;6389;lupicīnus;
8848;Lupicinus;6389;lupicīnus;
8852;Lupicinus;6389;lupicīnus;
8853;Lupicinus;6389;lupicīnus;
8855;Lupicinus;6389;lupicīnus;
26847;Lupicino;6389;lupicīnus;
26849;Lupicinus;6389;lupicīnus;
26853;Lupicini;6389;lupicīnus;
29026;Lupecinon;6389;lupicīnus;
29847;Lupicinu;6389;lupicīnus;
34022;Lobicino;6389;lupicīnus;
65929;Lopicinus;6389;lupicīnus;
87145;Lupicino;6389;lupicīnus;
87146;Lupicino;6389;lupicīnus;
87147;Lupicinus;6389;lupicīnus;
87148;Lupicinus;6389;lupicīnus;
87149;Lupicinus;6389;lupicīnus;
87150;Lupicinus;6389;lupicīnus;
87151;Lupicinus;6389;lupicīnus;
87152;Lupicinus;6389;lupicīnus;
87153;Lupicinus;6389;lupicīnus;
87154;Lupicinus;6389;lupicīnus;
87155;Lupicino;6389;lupicīnus;
87365;Lupicino;6389;lupicīnus;
87366;Lupicino;6389;lupicīnus;
87367;Lupicinus;6389;lupicīnus;
105640;Lopecino;6389;lupicīnus;
\N;\N;15694;lupicinus;lupicīnus
\N;\N;11361;magentia;māgentia
66366;Magentia;16031;māgentia;
\N;\N;15701;marinulus;marīnulus
105718;Marinuli;16510;marīnulus;
105716;Marinulo;16510;marīnulus;
\N;\N;15703;martinulus;martīnulus
\N;\N;16438;martīnulus;
105830;Martinuli;16509;mārtīnulus;
105713;Martinulo ;16509;mārtīnulus;
105743;Martinulo;16509;mārtīnulus;
\N;\N;9813;māxa;
37305;Maxa;16032;maxa;māxa
\N;\N;13756;māxentia;
96281;Maxenciam;16033;maxentia;māxentia
\N;\N;7792;māxentius;
4777;Maxentii;16034;maxentius;māxentius
29952;Maxentius;16034;maxentius;māxentius
84292;Maxenti;16034;maxentius;māxentius
84293;Maxenti;16034;maxentius;māxentius
84294;Maxenti;16034;maxentius;māxentius
84295;Maxenti;16034;maxentius;māxentius
84296;Maxenti;16034;maxentius;māxentius
89155;Maxentius;16034;maxentius;māxentius
\N;\N;13055;māximella;
78326;Maximella;16035;maximella;māximella
\N;\N;7689;māximiānus;
4375;Maximiano;16036;maximiānus;māximiānus
4397;Maximianus;16036;maximiānus;māximiānus
26890;Maximiano;16036;maximiānus;māximiānus
26929;Maximiano;16036;maximiānus;māximiānus
26935;Maximianus;16036;maximiānus;māximiānus
80701;Maximiano;16036;maximiānus;māximiānus
80702;Maximianus;16036;maximiānus;māximiānus
80703;Maximianus;16036;maximiānus;māximiānus
80704;Maximianus;16036;maximiānus;māximiānus
80705;Maximianus;16036;maximiānus;māximiānus
80706;Maximiano;16036;maximiānus;māximiānus
93432;Maximiani;16036;maximiānus;māximiānus
97396;Maximiani;16036;maximiānus;māximiānus
\N;\N;7810;māximīnus;
4836;Maximinus;16037;maximīnus;māximīnus
4845;Maximinus;16037;maximīnus;māximīnus
4846;Maximino;16037;maximīnus;māximīnus
4860;Maximino;16037;maximīnus;māximīnus
4868;Maximino;16037;maximīnus;māximīnus
4885;Maximinum;16037;maximīnus;māximīnus
4897;Maximinus;16037;maximīnus;māximīnus
4903;Maximini;16037;maximīnus;māximīnus
4909;Maximino;16037;maximīnus;māximīnus
4924;Maximinus;16037;maximīnus;māximīnus
8689;Maximinum;16037;maximīnus;māximīnus
8785;Maximinus;16037;maximīnus;māximīnus
26892;Maximinus;16037;maximīnus;māximīnus
26930;Maximinus;16037;maximīnus;māximīnus
27000;Maximinus;16037;maximīnus;māximīnus
27002;Maximinus;16037;maximīnus;māximīnus
27571;Maximinus;16037;maximīnus;māximīnus
27575;Maximinus;16037;maximīnus;māximīnus
86594;Maximini;16037;maximīnus;māximīnus
87397;Maximini;16037;maximīnus;māximīnus
87398;Maximini;16037;maximīnus;māximīnus
87667;Maximino;16037;maximīnus;māximīnus
87668;Maximinus;16037;maximīnus;māximīnus
87669;Maximini;16037;maximīnus;māximīnus
87670;Maximini;16037;maximīnus;māximīnus
88584;Maximini;16037;maximīnus;māximīnus
88704;Maximinus;16037;maximīnus;māximīnus
91550;Maximini;16037;maximīnus;māximīnus
92331;Maximinus;16037;maximīnus;māximīnus
\N;\N;13450;Maxonidius;maxonidius
87325;Maxonidius;15925;maxonidius;
\N;\N;7714;metrodorus;mētrodōrus
4443;Metrodori;16016;mētrodōrus;
\N;\N;14561;mimpula;mīmpula
102884;"Mimpul&#281;";16020;mīmpula;
\N;\N;15747;nectariola;nectariōla
87330;Nectariola;16446;nectariōla;
\N;\N;9357;nero;nerō
29476;Neronis;16447;nerō;
91056;Nero;16447;nerō;
\N;\N;14564;nicephoros;nīcēphoros
97292;Nicifori;16448;nīcēphoros;
97745;Niceforo;16448;nīcēphoros;
103730;Niciphoro;16448;nīcēphoros;
103741;Nicapharo;16448;nīcēphoros;
\N;\N;11657;Nift~wald;nift~wald
67982;Nectoald.;15924;nift~wald;
\N;\N;15752;nith-d;nīth-d
26945;Nidada;15775;nīth-d;
\N;\N;13489;nōnnīnus;
87739;Nunninus;15777;nonninus;nōnnīnus
\N;\N;15743;notalis;notālis
78690;Nodalis;16449;notālis;
\N;\N;14262;oliviānus;olīviānus
104008;Allivianus;16504;olīviānus;
5120;Odpadi;7902;optātus;
34624;Optatus;7902;optātus;
36184;Optatus;7902;optātus;
95395;Optato;7902;optātus;
98551;Obtato;7902;optātus;
34626;[Optatus];7902;optātus;
105342;Optato;7902;optātus;
\N;\N;15706;optatus;optātus
\N;\N;8884;orestes;orestēs
26567;Oreste;15778;orestēs;
