Gruppierung;Einzelbeleg ID;Belegform;Lemma ID;Lemma;Provenienz;Gewinner
dodeuertus;72358;Dodeuertus;6397;theud~berht;NeG;
dodeuertus;74083;Dodeuertus;6397;theud~berht;NeG;x
domegardus;220480;domegardus;21254;dōm~gard;DMP;x
domegardus;75458;Domegardus;11291;domin~gard;NeG;
dominio;147498;dominio;18931;dominico;DMP;
dominio;149077;dominio;18931;dominico;DMP;
dominio;149441;dominio;18931;dominico;DMP;x
dominio;37673;Dominio;8555;dominicus;NeG;
domnellus;188414;domnellus;19247;dominellus;DMP;x
domnellus;189011;domnellus;19247;dominellus;DMP;
domnellus;189844;domnellus;19247;dominellus;DMP;
domnellus;189934;domnellus;19247;dominellus;DMP;
domnellus;190653;domnellus;19247;dominellus;DMP;
domnellus;191977;domnellus;19247;dominellus;DMP;
domnellus;192081;domnellus;19247;dominellus;DMP;
domnellus;316428;domnellus;19247;dominellus;DMP;
domnellus;316562;domnellus;19247;dominellus;DMP;
domnellus;100091;Domnellus;8627;domnulus;NeG;
donefredus;71193;Donefredus;12226;domin~frith;NeG;
donefredus;71361;Donefredus;12226;domin~frith;NeG;
donefredus;71380;Donefredus;12226;domin~frith;NeG;
donefredus;217596;donefredus;6594;dun~frith;DMP;x
donefredus;217762;donefredus;6594;dun~frith;DMP;
donefredus;217763;donefredus;6594;dun~frith;DMP;
doniciano;60160;Doniciano;7571;domitiānus;NeG;x
doniciano;310782;doniciano;18579;dun-z-n;DMP;
doniciano;310847;doniciano;18579;dun-z-n;DMP;
doniciano;311376;doniciano;18579;dun-z-n;DMP;
doniciano;311419;doniciano;18579;dun-z-n;DMP;
dottene;309001;dottene;6490;dōd;DMP;
dottene;309037;dottene;6490;dōd;DMP;
dottene;59434;Dottene;7147;dōd-n;NeG;x
droardus;176346;droardus;19744;thraw~hard;DMP;
droardus;218368;droardus;19744;thraw~hard;DMP;
droardus;244283;droardus;19744;thraw~hard;DMP;
droardus;262295;droardus;19744;thraw~hard;DMP;
droardus;268906;droardus;19744;thraw~hard;DMP;
droardus;268907;droardus;19744;thraw~hard;DMP;
droardus;72709;Droardus;12439;thraw~ward;NeG;x
droctara;217595;droctara;21904;druht~hari;DMP;
droctara;218654;droctara;21904;druht~hari;DMP;
droctara;71205;Droctara;12227;druht~wār;NeG;x
droctara;73066;Droctara;12227;druht~wār;NeG;
droihildis;222964;droihildis;23863;draug~hildi;DMP;
droihildis;78562;Droihildis;13073;thraw~hildi;NeG;x
drotla;75426;Drotla;8530;druht-l;NeG;x
drotla;133442;drotla;15951;thruth-l;DMP;
druhilo;122300;druhilo;8530;druht-l;DMP;x
druhilo;106070;Druhilo;15951;thruth-l;NeG;
dugiman;310341;dugiman;24956;dug-man;DMP;
dugiman;61385;dugiman;8395;dug~man;NeG;x
eanbercht;87810;Eanbercht;13493;aun~balth;NeG;
eanbercht;142049;eanbercht;15162;aun~berht;DMP;x
eanbercht;142050;eanbercht;15162;aun~berht;DMP;
eanbercht;473183;eanbercht;15162;aun~berht;DMP;
eanbercht;473184;eanbercht;15162;aun~berht;DMP;
earihco;432857;earihco;7057;aiw~rīk;DMP;x
earihco;5184;Earihco;6838;aud~rīk;NeG;
ebarcius;412420;ebarcius;19854;ebur-z;DMP;
ebarcius;37755;Ebarcius;9527;eparchius;NeG;x
eborinti;311664;eborinti;12498;ebur-nd;DMP;x
eborinti;59913;Eborinti;7292;ebur~wini;NeG;
ebracharus;7110;ebracharus;8240;ebur~hari;NeG;
ebracharus;320229;ebracharus;8369;ebur~wakar;DMP;x
ebracharus;380795;ebracharus;8369;ebur~wakar;DMP;
ebrinus;109571;ebrinus;10345;ebur-n;DMP;
ebrinus;109572;ebrinus;10345;ebur-n;DMP;
ebrinus;380741;ebrinus;10345;ebur-n;DMP;
ebrinus;70868;Ebrinus;7292;ebur~wini;NeG;x
ebtardus;220784;ebtardus;18915;eb~hard;DMP;x
ebtardus;75847;Ebtardus;16402;hab~ward;NeG;
edenelt;69349;Edenelt;11916;athan~hildi;NeG;x
edenelt;464279;edenelt;21097;athan~wald;DMP;
edenelt;464280;edenelt;21097;athan~wald;DMP;
edimius;76983;Edimius;12938;ath-m;NeG;
edimius;221685;edimius;25259;ed-m;DMP;x
ediram;40799;Ediram;10300;ath~hraban;NeG;
ediram;184396;ediram;18065;ed~hraban;DMP;x
ediram;185691;ediram;18065;ed~hraban;DMP;
ediram;185692;ediram;18065;ed~hraban;DMP;
ediram;198439;ediram;18065;ed~hraban;DMP;
ediram;208445;ediram;18065;ed~hraban;DMP;
ediram;209711;ediram;18065;ed~hraban;DMP;
ediram;210282;ediram;18065;ed~hraban;DMP;
ediram;411365;ediram;18065;ed~hraban;DMP;
ediram;411678;ediram;18065;ed~hraban;DMP;
ediram;486811;ediram;18065;ed~hraban;DMP;
edoildis;75084;Edoildis;12769;ath~hildi;NeG;
edoildis;220150;edoildis;18335;ed~hildi;DMP;x
edram;40580;Edram;10300;ath~hraban;NeG;
edram;198440;edram;18065;ed~hraban;DMP;x
edram;416929;edram;18065;ed~hraban;DMP;
edus;432952;edus;22264;aiw~thew;DMP;
edus;70533;Edus;7208;ed;NeG;x
eibun;42068;Eibun;10472;agi~bun;NeG;
eibun;208654;eibun;9220;aiw~wini;DMP;x
eiiates;208817;eiiates;16630;agi~hath;DMP;x
eiiates;40847;Eiiates;10334;aig-d;NeG;
eimperahtes;40178;Eimperahtes;6686;erm~berht;NeG;
eimperahtes;207918;eimperahtes;7993;haim~berht;DMP;x
elachus;60603;Elachus;9226;alh;NeG;x
elachus;432704;elachus;8520;ali-k;DMP;
elarius;118715;elarius;17506;ali~hari;DMP;
elarius;440832;elarius;17506;ali~hari;DMP;
elarius;65940;Elarius;7878;hilarius;NeG;x
elarius;73627;Elarius;7878;hilarius;NeG;
elarius;74213;Elarius;7878;hilarius;NeG;
elarius;90724;Elarius;7878;hilarius;NeG;
elauia;78483;Elauia;12199;alafia;NeG;x
elauia;125684;elauia;8307;alb;DMP;
eldebert;99808;Eldebert;6609;ald~berht;NeG;
eldebert;147812;eldebert;6402;hildi~berht;DMP;x
eldebert;147816;eldebert;6402;hildi~berht;DMP;
eldebert;160538;eldebert;6402;hildi~berht;DMP;
eldebert;163516;eldebert;6402;hildi~berht;DMP;
eldiengus;71348;Eldiengus;6855;hildi-ng;NeG;x
eldiengus;217748;eldiengus;7234;hildi~gang;DMP;
elegardus;74921;Elegardus;12746;alh~hard;NeG;
elegardus;440769;elegardus;11494;ali~gard;DMP;x
elianta;132485;elianta;16836;ali-(part.);DMP;
elianta;69022;Elianta;11850;alian-d;NeG;x
elianus;76418;Elianus;7625;aeliānus;NeG;
elianus;441238;elianus;16607;alian;DMP;x
eliardis;67064;Eliardis;11494;ali~gard;NeG;x
eliardis;70073;Eliardis;11494;ali~gard;NeG;
eliardis;347355;eliardis;11021;ali~hard;DMP;
eliardis;358839;eliardis;11021;ali~hard;DMP;
elifia;70957;Elifia;12199;alafia;NeG;x
elifia;130758;elifia;8307;alb;DMP;
eligeldis;75806;Eligeldis;10352;alh~hildi;NeG;x
eligeldis;220797;eligeldis;7661;ali~geld;DMP;
eligildis;76115;Eligildis;10352;alh~hildi;NeG;x
eligildis;76459;Eligildis;10352;alh~hildi;NeG;
eligildis;220952;eligildis;7661;ali~geld;DMP;
eligildis;221278;eligildis;7661;ali~geld;DMP;
elimuot;41557;Elimuot;10409;ali~mōd;NeG;x
elimuot;209586;elimuot;20774;hail~mōd;DMP;
elisabiris;441256;elisabiris;21290;alis~ber;DMP;
elisabiris;71818;Elisabiris;10086;elīsabeth;NeG;x
elisachar;109691;elisachar;16689;ēlīsachar;DMP;x
elisachar;109692;elisachar;16689;ēlīsachar;DMP;
elisachar;109693;elisachar;16689;ēlīsachar;DMP;
elisachar;109694;elisachar;16689;ēlīsachar;DMP;
elisachar;77222;Elisachar;12965;Helisachar;NeG;x
elisachar;77410;Elisachar;12965;Helisachar;NeG;
elisam;127950;elisam;7756;alis;DMP;
elisam;68780;Elisam;11128;eleison;NeG;x
elisauia;441300;elisauia;12003;alis~wīh;DMP;
elisauia;72069;Elisauia;10086;elīsabeth;NeG;x
elismus;72230;Elismus;12366;ali-sm;NeG;
elismus;77094;Elismus;12366;ali-sm;NeG;
elismus;124296;elismus;11253;alis-m;DMP;x
elismus;441312;elismus;11253;alis-m;DMP;
elisom;109695;elisom;11253;alis-m;DMP;
elisom;109696;elisom;11253;alis-m;DMP;
elisom;441356;elisom;11253;alis-m;DMP;
elisom;68732;Elisom;11128;eleison;NeG;x
elisom;70814;Elisom;11128;eleison;NeG;
elisoria;73600;Elisoria;12568;ali~swār;NeG;
elisoria;441290;elisoria;12344;alis~hari;DMP;x
emiliane;444020;emiliane;18025;aemiliāna;DMP;x
emiliane;105249;Emiliane;8797;aemiliānus;NeG;
emiliane;105251;Emiliane;8797;aemiliānus;NeG;
emina;109861;emina;7988;am-n;DMP;
emina;109862;emina;7988;am-n;DMP;
emina;109863;emina;7988;am-n;DMP;
emina;109864;emina;7988;am-n;DMP;
emina;109865;emina;7988;am-n;DMP;
emina;109866;emina;7988;am-n;DMP;
emina;109867;emina;7988;am-n;DMP;
emina;109868;emina;7988;am-n;DMP;
emina;109869;emina;7988;am-n;DMP;
emina;109870;emina;7988;am-n;DMP;
emina;109871;emina;7988;am-n;DMP;
emina;109872;emina;7988;am-n;DMP;
emina;124177;emina;7988;am-n;DMP;
emina;128840;emina;7988;am-n;DMP;
emina;403384;emina;7988;am-n;DMP;
emina;403978;emina;7988;am-n;DMP;
emina;407757;emina;7988;am-n;DMP;
emina;444050;emina;7988;am-n;DMP;
emina;444051;emina;7988;am-n;DMP;
emina;444052;emina;7988;am-n;DMP;
emina;444053;emina;7988;am-n;DMP;
emina;444054;emina;7988;am-n;DMP;
emina;444055;emina;7988;am-n;DMP;
emina;444056;emina;7988;am-n;DMP;
emina;73703;Emina;6564;erman;NeG;x
emita;40095;Emita;10203;am-d;NeG;
emita;66016;Emita;10203;am-d;NeG;
emita;432842;emita;12392;erm-d;DMP;x
emita;432843;emita;12392;erm-d;DMP;
encheo;40844;Encheo;8393;ang;NeG;
encheo;208818;encheo;19665;angi;DMP;x
engilmundo;60685;Engilmundo;7037;angil~mōd;NeG;
engilmundo;447124;engilmundo;18255;angil~mund;DMP;x
engilmundus;61687;Engilmundus;7037;angil~mōd;NeG;
engilmundus;61699;Engilmundus;7037;angil~mōd;NeG;
engilmundus;447125;engilmundus;18255;angil~mund;DMP;x
engilmundus;447126;engilmundus;18255;angil~mund;DMP;
eoban;432589;eoban;21808;aiw~ban;DMP;
eoban;432590;eoban;21808;aiw~ban;DMP;
eoban;87843;Eoban;13498;eoban;NeG;x
eoban;100862;Eoban;13498;eoban;NeG;
eoban;100995;Eoban;13498;eoban;NeG;
eoin;29552;Eoin;9368;aiw-n;NeG;x
eoin;28590;Eoin;9220;aiw~wini;NeG;
erbedildis;71655;Erbedildis;12298;arbi~hildi;NeG;x
erbedildis;73119;Erbedildis;12298;arbi~hildi;NeG;
erbedildis;73524;Erbedildis;12298;arbi~hildi;NeG;
erbedildis;73672;Erbedildis;12298;arbi~hildi;NeG;
erbedildis;217973;erbedildis;20654;erb~hildi;DMP;
erbedildis;218707;erbedildis;20654;erb~hildi;DMP;
erbedildis;219021;erbedildis;20654;erb~hildi;DMP;
erbedildis;219119;erbedildis;20654;erb~hildi;DMP;
erbedisdis;73836;Erbedisdis;12298;arbi~hildi;NeG;x
erbedisdis;219221;erbedisdis;20654;erb~hildi;DMP;
erbedonia;73676;Erbedonia;12576;arbi~dun;NeG;x
erbedonia;219120;erbedonia;25293;erb~dun;DMP;
erben;40397;Erben;7072;arbi;NeG;
erben;451552;erben;12314;arbi-n;DMP;x
erboardus;451498;erboardus;19852;arbi~hard;DMP;x
erboardus;451499;erboardus;19852;arbi~hard;DMP;
erboardus;71658;Erboardus;12300;arbi~ward;NeG;
erboardus;73835;Erboardus;12300;arbi~ward;NeG;
ercadramna;221746;ercadramna;20352;erk~hraban;DMP;
ercadramna;77055;Ercadramna;12949;erkan~hraban;NeG;x
eremberga;384845;eremberga;7425;erin~berg;DMP;x
eremberga;66153;Eremberga;11302;erm~berg;NeG;
eremberga;67097;Eremberga;11302;erm~berg;NeG;
eremberti;149927;eremberti;6508;erin~berht;DMP;x
eremberti;180615;eremberti;6508;erin~berht;DMP;
eremberti;180616;eremberti;6508;erin~berht;DMP;
eremberti;185018;eremberti;6508;erin~berht;DMP;
eremberti;311086;eremberti;6508;erin~berht;DMP;
eremberti;60615;eremberti;6686;erm~berht;NeG;
eremberti;82904;Eremberti;6686;erm~berht;NeG;
eremberti;82906;Eremberti;6686;erm~berht;NeG;
eremberti;82908;Eremberti;6686;erm~berht;NeG;
eremberti;82909;Eremberti;6686;erm~berht;NeG;
eremberti;82910;Eremberti;6686;erm~berht;NeG;
eremberti;82911;Eremberti;6686;erm~berht;NeG;
eremberto;309556;eremberto;6508;erin~berht;DMP;x
eremberto;312012;eremberto;6508;erin~berht;DMP;
eremberto;407842;eremberto;6508;erin~berht;DMP;
eremberto;35590;Eremberto;6686;erm~berht;NeG;
eremberto;59710;Eremberto;6686;erm~berht;NeG;
eremberto;62473;Eremberto;6686;erm~berht;NeG;
erembertum;149929;erembertum;6508;erin~berht;DMP;x
erembertum;82907;Erembertum;6686;erm~berht;NeG;
erembertus;62188;Erembertus;6508;erin~berht;NeG;x
erembertus;136624;erembertus;6508;erin~berht;DMP;
erembertus;149930;erembertus;6508;erin~berht;DMP;
erembertus;180617;erembertus;6508;erin~berht;DMP;
erembertus;184240;erembertus;6508;erin~berht;DMP;
erembertus;184341;erembertus;6508;erin~berht;DMP;
erembertus;184966;erembertus;6508;erin~berht;DMP;
erembertus;185064;erembertus;6508;erin~berht;DMP;
erembertus;186627;erembertus;6508;erin~berht;DMP;
erembertus;205961;erembertus;6508;erin~berht;DMP;
erembertus;264469;erembertus;6508;erin~berht;DMP;
erembertus;273449;erembertus;6508;erin~berht;DMP;
erembertus;274646;erembertus;6508;erin~berht;DMP;
erembertus;309558;erembertus;6508;erin~berht;DMP;
erembertus;309559;erembertus;6508;erin~berht;DMP;
erembertus;309560;erembertus;6508;erin~berht;DMP;
erembertus;309561;erembertus;6508;erin~berht;DMP;
erembertus;309609;erembertus;6508;erin~berht;DMP;
erembertus;309610;erembertus;6508;erin~berht;DMP;
erembertus;309611;erembertus;6508;erin~berht;DMP;
erembertus;309658;erembertus;6508;erin~berht;DMP;
erembertus;309659;erembertus;6508;erin~berht;DMP;
erembertus;309661;erembertus;6508;erin~berht;DMP;
erembertus;309662;erembertus;6508;erin~berht;DMP;
erembertus;309712;erembertus;6508;erin~berht;DMP;
erembertus;309713;erembertus;6508;erin~berht;DMP;
erembertus;309714;erembertus;6508;erin~berht;DMP;
erembertus;309715;erembertus;6508;erin~berht;DMP;
erembertus;309717;erembertus;6508;erin~berht;DMP;
erembertus;309718;erembertus;6508;erin~berht;DMP;
erembertus;309764;erembertus;6508;erin~berht;DMP;
erembertus;309765;erembertus;6508;erin~berht;DMP;
erembertus;309816;erembertus;6508;erin~berht;DMP;
erembertus;309817;erembertus;6508;erin~berht;DMP;
erembertus;309819;erembertus;6508;erin~berht;DMP;
erembertus;309821;erembertus;6508;erin~berht;DMP;
erembertus;310201;erembertus;6508;erin~berht;DMP;
erembertus;310783;erembertus;6508;erin~berht;DMP;
erembertus;311087;erembertus;6508;erin~berht;DMP;
erembertus;312402;erembertus;6508;erin~berht;DMP;
erembertus;335217;erembertus;6508;erin~berht;DMP;
erembertus;341716;erembertus;6508;erin~berht;DMP;
erembertus;343983;erembertus;6508;erin~berht;DMP;
erembertus;344030;erembertus;6508;erin~berht;DMP;
erembertus;346285;erembertus;6508;erin~berht;DMP;
erembertus;346717;erembertus;6508;erin~berht;DMP;
erembertus;375336;erembertus;6508;erin~berht;DMP;
erembertus;386384;erembertus;6508;erin~berht;DMP;
erembertus;404011;erembertus;6508;erin~berht;DMP;
erembertus;404310;erembertus;6508;erin~berht;DMP;
erembertus;407993;erembertus;6508;erin~berht;DMP;
erembertus;416945;erembertus;6508;erin~berht;DMP;
erembertus;488752;erembertus;6508;erin~berht;DMP;
erembertus;493;erembertus;6686;erm~berht;NeG;
erembertus;35587;Erembertus;6686;erm~berht;NeG;
erembertus;35591;Erembertus;6686;erm~berht;NeG;
erembertus;60621;Erembertus;6686;erm~berht;NeG;
erembertus;61021;Erembertus;6686;erm~berht;NeG;
erembertus;61621;Erembertus;6686;erm~berht;NeG;
erembertus;61970;Erembertus;6686;erm~berht;NeG;
erembertus;62083;Erembertus;6686;erm~berht;NeG;
erembertus;62113;Erembertus;6686;erm~berht;NeG;
erembertus;62146;Erembertus;6686;erm~berht;NeG;
erembertus;62169;Erembertus;6686;erm~berht;NeG;
erembertus;62177;Erembertus;6686;erm~berht;NeG;
erembertus;62249;Erembertus;6686;erm~berht;NeG;
erembertus;62261;Erembertus;6686;erm~berht;NeG;
erembertus;62266;Erembertus;6686;erm~berht;NeG;
erembertus;62277;Erembertus;6686;erm~berht;NeG;
erembertus;62289;Erembertus;6686;erm~berht;NeG;
erembertus;62296;Erembertus;6686;erm~berht;NeG;
erembertus;62304;Erembertus;6686;erm~berht;NeG;
erembertus;62312;Erembertus;6686;erm~berht;NeG;
erembertus;62328;Erembertus;6686;erm~berht;NeG;
erembertus;62393;Erembertus;6686;erm~berht;NeG;
erembertus;62465;Erembertus;6686;erm~berht;NeG;
erembertus;62478;Erembertus;6686;erm~berht;NeG;
erembertus;62488;Erembertus;6686;erm~berht;NeG;
erembertus;62508;Erembertus;6686;erm~berht;NeG;
erembertus;62523;Erembertus;6686;erm~berht;NeG;
erembertus;62810;Erembertus;6686;erm~berht;NeG;
erembertus;62821;Erembertus;6686;erm~berht;NeG;
erembertus;82905;Erembertus;6686;erm~berht;NeG;
erembertus;83526;Erembertus;6686;erm~berht;NeG;
erembertus;106057;Erembertus;6686;erm~berht;NeG;
erembertus;106058;Erembertus;6686;erm~berht;NeG;
eremfrid;137070;eremfrid;7172;erin~frith;DMP;x
eremfrid;137071;eremfrid;7172;erin~frith;DMP;
eremfrid;380500;eremfrid;7172;erin~frith;DMP;
eremfrid;381621;eremfrid;7172;erin~frith;DMP;
eremfrid;491654;eremfrid;7172;erin~frith;DMP;
eremfrid;69191;Eremfrid;9908;erm~frith;NeG;
erimbert;142607;erimbert;6508;erin~berht;DMP;x
erimbert;320601;erimbert;6508;erin~berht;DMP;
erimbert;337437;erimbert;6508;erin~berht;DMP;
erimbert;385402;erimbert;6508;erin~berht;DMP;
erimbert;385461;erimbert;6508;erin~berht;DMP;
erimbert;386643;erimbert;6508;erin~berht;DMP;
erimbert;386644;erimbert;6508;erin~berht;DMP;
erimbert;7550;Erimbert;6686;erm~berht;NeG;
erimbert;7566;erimbert;6686;erm~berht;NeG;
erimbertus;136246;erimbertus;6508;erin~berht;DMP;x
erimbertus;195301;erimbertus;6508;erin~berht;DMP;
erimbertus;226252;erimbertus;6508;erin~berht;DMP;
erimbertus;305646;erimbertus;6508;erin~berht;DMP;
erimbertus;311668;erimbertus;6508;erin~berht;DMP;
erimbertus;311669;erimbertus;6508;erin~berht;DMP;
erimbertus;311756;erimbertus;6508;erin~berht;DMP;
erimbertus;329098;erimbertus;6508;erin~berht;DMP;
erimbertus;380286;erimbertus;6508;erin~berht;DMP;
erimbertus;385208;erimbertus;6508;erin~berht;DMP;
erimbertus;386775;erimbertus;6508;erin~berht;DMP;
erimbertus;387260;erimbertus;6508;erin~berht;DMP;
erimbertus;59749;Erimbertus;6686;erm~berht;NeG;
erimbertus;60108;Erimbertus;6686;erm~berht;NeG;
erimbertus;60111;Erimbertus;6686;erm~berht;NeG;
erimbertus;83364;Erimbertus;6686;erm~berht;NeG;
erimbertus;94375;Erimbertus;6686;erm~berht;NeG;
erimbertus;94528;Erimbertus;6686;erm~berht;NeG;
erimgaudus;216959;erimgaudus;11678;erin~gaut;DMP;x
erimgaudus;72064;Erimgaudus;11748;erm~gaut;NeG;
erimperti;321281;erimperti;6508;erin~berht;DMP;x
erimperti;8561;erimperti;6686;erm~berht;NeG;
erlandum;72021;Erlandum;15661;erl-nd;NeG;
erlandum;216788;erlandum;7074;hari~land;DMP;x
erlandus;76836;Erlandus;15661;erl-nd;NeG;
erlandus;221617;erlandus;7074;hari~land;DMP;x
erlemandus;73764;Erlemandus;12587;erl~man;NeG;x
erlemandus;219175;erlemandus;18308;erl~mand;DMP;
erlenteus;79383;Erlenteus;15659;erla~thew;NeG;
erlenteus;223698;erlenteus;7084;erlan~thew;DMP;x
erlois;217960;erlois;20037;erl~lwis;DMP;
erlois;71524;Erlois;12271;erl~wis;NeG;x
erloni;137381;erloni;10136;erl;DMP;
erloni;209325;erloni;10136;erl;DMP;
erloni;41183;Erloni;6628;erl~wini;NeG;x
ermarus;329;ermarus;6548;erm~mar;NeG;
ermarus;136725;ermarus;8312;hari~mar;DMP;x
ermarus;404193;ermarus;8312;hari~mar;DMP;
ermarus;404240;ermarus;8312;hari~mar;DMP;
ermenaura;71687;Ermenaura;12306;erman~hauh;NeG;
ermenaura;218026;ermenaura;6563;erman~rād;DMP;x
ermengudis;217826;ermengudis;9401;erman~gaut;DMP;
ermengudis;71450;Ermengudis;9501;erman~gunth;NeG;x
ermentarius;109903;ermentarius;7226;armentārius;DMP;x
ermentarius;109904;ermentarius;7226;armentārius;DMP;
ermentarius;109905;ermentarius;7226;armentārius;DMP;
ermentarius;109906;ermentarius;7226;armentārius;DMP;
ermentarius;109907;ermentarius;7226;armentārius;DMP;
ermentarius;109908;ermentarius;7226;armentārius;DMP;
ermentarius;109909;ermentarius;7226;armentārius;DMP;
ermentarius;109910;ermentarius;7226;armentārius;DMP;
ermentarius;109911;ermentarius;7226;armentārius;DMP;
ermentarius;109912;ermentarius;7226;armentārius;DMP;
ermentarius;109913;ermentarius;7226;armentārius;DMP;
ermentarius;109914;ermentarius;7226;armentārius;DMP;
ermentarius;109915;ermentarius;7226;armentārius;DMP;
ermentarius;109916;ermentarius;7226;armentārius;DMP;
ermentarius;109917;ermentarius;7226;armentārius;DMP;
ermentarius;287156;ermentarius;7226;armentārius;DMP;
ermentarius;361754;ermentarius;7226;armentārius;DMP;
ermentarius;417138;ermentarius;7226;armentārius;DMP;
ermentarius;454791;ermentarius;7226;armentārius;DMP;
ermentarius;68649;Ermentarius;7102;erman~hari;NeG;x
ermentarius;68830;Ermentarius;7102;erman~hari;NeG;
ermentarius;68968;Ermentarius;7102;erman~hari;NeG;
ermentarius;71746;Ermentarius;7102;erman~hari;NeG;
ermentarius;72389;Ermentarius;7102;erman~hari;NeG;
ermentarius;73437;Ermentarius;7102;erman~hari;NeG;
ermentarius;76255;Ermentarius;7102;erman~hari;NeG;
ermentarius;76334;Ermentarius;7102;erman~hari;NeG;
ermentarius;77686;Ermentarius;7102;erman~hari;NeG;
ermentarius;78988;Ermentarius;7102;erman~hari;NeG;
ermentarius;79322;Ermentarius;7102;erman~hari;NeG;
ermentinga;74802;Ermentinga;12732;erman-ng;NeG;x
ermentinga;219931;ermentinga;18884;erman~thing;DMP;
ermesteus;74290;Ermesteus;6538;erman~thew;NeG;
ermesteus;219589;ermesteus;25868;ermis~thew;DMP;x
ermgilus;124692;ermgilus;12788;erm~geld;DMP;
ermgilus;71576;Ermgilus;11440;erm~gīsal;NeG;x
erpfeld;207253;erpfeld;12601;erp~hildi;DMP;x
erpfeld;39635;Erpfeld;10134;erp~wald;NeG;
eurandus;432934;eurandus;19195;aiw~rand;DMP;
eurandus;432935;eurandus;19195;aiw~rand;DMP;
eurandus;432936;eurandus;19195;aiw~rand;DMP;
eurandus;432937;eurandus;19195;aiw~rand;DMP;
eurandus;432938;eurandus;19195;aiw~rand;DMP;
eurandus;73056;Eurandus;12498;ebur-nd;NeG;x
eurandus;73777;Eurandus;12498;ebur-nd;NeG;
euremandus;73092;Euremandus;9873;ebur~man;NeG;x
euremandus;218652;euremandus;22452;ebur~mand;DMP;
eurengardis;118829;eurengardis;17524;arin~gard;DMP;
eurengardis;72729;Eurengardis;12284;ebur~gard;NeG;x
euus;76794;Euus;12918;aiw;NeG;x
euus;221527;euus;7505;eb;DMP;
euus;281684;euus;7505;eb;DMP;
faolaico;308351;faolaico;25082;fag~laik;DMP;
faolaico;63692;Faolaico;10880;fah~laik;NeG;x
farcinctus;221591;farcinctus;10248;fard-ng;DMP;
farcinctus;76840;Farcinctus;11129;ferrucīnctus;NeG;x
farnoinus;221592;farnoinus;24946;faran~wini;DMP;x
farnoinus;76842;Farnoinus;15628;farn~wini;NeG;
faroildis;73863;Faroildis;12245;far~hildi;NeG;x
faroildis;74935;Faroildis;12245;far~hildi;NeG;
faroildis;75053;Faroildis;12245;far~hildi;NeG;
faroildis;75292;Faroildis;12245;far~hildi;NeG;
faroildis;75571;Faroildis;12245;far~hildi;NeG;
faroildis;219284;faroildis;18614;far~wilth;DMP;
faroildis;220035;faroildis;18614;far~wilth;DMP;
faroildis;220158;faroildis;18614;far~wilth;DMP;
faroildis;220370;faroildis;18614;far~wilth;DMP;
faroildis;220585;faroildis;18614;far~wilth;DMP;
feodo;78323;Feodo;13054;feodo;NeG;
feodo;222747;feodo;23364;feud;DMP;x
feredus;220089;feredus;9660;fard;DMP;
feredus;74964;Feredus;12751;ferh-d;NeG;x
feregaus;219914;feregaus;12740;far~gaut;DMP;
feregaus;74707;Feregaus;12718;ferh~gaut;NeG;x
feregildis;216246;feregildis;12670;far~geld;DMP;
feregildis;220426;feregildis;12670;far~geld;DMP;
feregildis;68608;Feregildis;11789;ferh~geld;NeG;x
feregildis;75416;Feregildis;11789;ferh~geld;NeG;
feremundus;219593;feremundus;10717;far~mund;DMP;
feremundus;219648;feremundus;10717;far~mund;DMP;
feremundus;74337;Feremundus;10889;ferh~mund;NeG;x
feremundus;74374;Feremundus;10889;ferh~mund;NeG;
flauidus;216913;flauidus;18716;flāv~wīd;DMP;
flauidus;220791;flauidus;18716;flāv~wīd;DMP;
flauidus;221103;flauidus;18716;flāv~wīd;DMP;
flauidus;222274;flauidus;18716;flāv~wīd;DMP;
flauidus;222512;flauidus;18716;flāv~wīd;DMP;
flauidus;222748;flauidus;18716;flāv~wīd;DMP;
flauidus;72050;Flauidus;12345;flāvidus;NeG;x
flauidus;75820;Flauidus;12345;flāvidus;NeG;
flauidus;76320;Flauidus;12345;flāvidus;NeG;
flauidus;77711;Flauidus;12345;flāvidus;NeG;
flauidus;77946;Flauidus;12345;flāvidus;NeG;
flauidus;78283;Flauidus;12345;flāvidus;NeG;
flavio;118536;flavio;18057;flāvio;DMP;
flavio;25453;Flavio;8630;flāvius;NeG;
flavio;25463;Flavio;8630;flāvius;NeG;x
flavio;25552;Flavio;8630;flāvius;NeG;
flavio;25557;Flavio;8630;flāvius;NeG;
flavio;26170;Flavio;8630;flāvius;NeG;
flavio;26219;Flavio;8630;flāvius;NeG;
flavio;30367;Flavio;8630;flāvius;NeG;
flavio;25020;Flavio;8630;flāvius;NeG;
flavio;25450;Flavio;8630;flāvius;NeG;
flidastus;219177;flidastus;21443;flad-st;DMP;
flidastus;73773;Flidastus;12589;flidastus;NeG;x
flidastus;74060;Flidastus;12589;flidastus;NeG;
flodoardus;218475;flodoardus;12070;hlud~hard;DMP;
flodoardus;72707;Flodoardus;12438;hlud~ward;NeG;x
floremberga;77192;Floremberga;12961;flōr~berg;NeG;
floremberga;221900;floremberga;23336;flōran~berg;DMP;x
florida;87521;Florida;13464;flōrida;NeG;x
florida;87522;Florida;13464;flōrida;NeG;
florida;268282;florida;22987;flōrita;DMP;
florida;294534;florida;22987;flōrita;DMP;
florida;342643;florida;22987;flōrita;DMP;
florida;344195;florida;22987;flōrita;DMP;
